"department _number","department_title","employment_type","ethnicity","gender","job_num","job_status","job_title","mou","mou_title","pay_year","record_num","benefit_pay","retirement_contributions","other_pay","overtime_pay","regular_pay","total_pay"
42,"HARBOR","PART_TIME","HISPANIC","MALE",*,"ACTIVE","CITY CRAFT ASSISTANT - HIRING HALL",35,"CRAFT WORKERS/ HIRING HALL",2020,3.53736323034E+11,0,0,13841.34,621.81,44228.03,58691.18
88,"RECREATION AND PARKS","PART_TIME","BLACK","FEMALE",*,"NOT_ACTIVE","GANG REDUCTION YOUTH DEVELOPMENT WORKER I",0,"NON-REPRESENTED",2015,3.83436323733E+11,0,0,0,0,3282.44,3282.44
40,"GENERAL SERVICES","FULL_TIME","CAUCASIAN","MALE",3711-06,"ACTIVE","EQUIPMENT MECHANIC",14,"SERVICE AND CRAFT",2022,3.731363234E+09,6546.24,14020.26,5396.97,3619.09,47269.92,56285.98
70,"POLICE","FULL_TIME","CAUCASIAN","MALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2020,3.53632333933E+11,5666.44,25329.36,1600.47,444.48,54064.8,56109.75
88,"RECREATION AND PARKS","FULL_TIME","FILIPINO","FEMALE",2423-01,"ACTIVE","AQUATIC FACILITY MANAGER I",20,"SUPERVISORY ADMINISTRATIVE",2015,3.435353739E+09,4557.24,13439.11,627.06,0,45310.56,45937.62
30,"CULTURAL AFFAIRS","PART_TIME","CAUCASIAN","FEMALE",*,"NOT_ACTIVE","GALLERY ATTENDANT (PART TIME)",0,"NON-REPRESENTED",2016,3.43231313733E+11,0,0,109.59,0,14305.75,14415.34
88,"RECREATION AND PARKS","PART_TIME","BLACK","MALE",*,"ACTIVE","RECREATION ASSISTANT",7,"RECREATION ASSISTANTS",2022,3.33835343832E+11,4078.2,0,910.32,0,7101.78,8012.1
82,"PUBLIC WORKS - SANITATION","FULL_TIME","HISPANIC","MALE",3525-06,"ACTIVE","EQUIPMENT OPERATOR",4,"EQUIPMENT OPERATION AND LABOR",2020,3.134363239E+09,8066.66,33278.67,4641.84,3805.83,112200.51,120648.18
66,"PERSONNEL","FULL_TIME","ASIAN","FEMALE",1739-01,"NOT_ACTIVE","PERSONNEL RESEARCH ANALYST I",0,"NON-REPRESENTED",2017,3.03933363733E+11,9621.44,21341.44,0,351.23,71953.6,72304.83
42,"HARBOR","FULL_TIME","ASIAN","FEMALE",*,"NOT_ACTIVE","SENIOR MANAGEMENT ANALYST I",20,"SUPERVISORY ADMINISTRATIVE",2016,3.230323831E+09,497.26,28989.4,4193.71,2472.67,97739.04,104405.42
70,"POLICE","FULL_TIME","HISPANIC","FEMALE",2214-03,"ACTIVE","POLICE OFFICER III",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2018,3.439393533E+09,17601.1,58791.22,1705,2870.99,125488.2,130064.19
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","FEMALE",3755-05,"ACTIVE","UTLTY SRVCS SPECIALIST",2,"TECHNICAL REPRESENTATION UNIT",2019,3.23636333332E+11,20831.86,8939,2896.4,0,135443.2,138339.6
82,"PUBLIC WORKS - SANITATION","FULL_TIME","BLACK","FEMALE",*,"ACTIVE","GARDENER CARETAKER",4,"EQUIPMENT OPERATION AND LABOR",2020,3.834393838E+09,19973.06,17182.91,2777.06,364.91,57932.95,61074.92
44,"LIBRARY","FULL_TIME","CAUCASIAN","FEMALE",*,"ACTIVE","ADMINISTRATIVE CLERK",3,"CLERICAL",2014,3.83930323031E+11,8429.76,15410.58,4010.65,0,51957.44,55968.09
4,"AIRPORTS","FULL_TIME","HISPANIC","FEMALE",3225-02,"ACTIVE","AIRPORT POLICE OFFICER II",30,"LOS ANGELES AIRPORT PEACE OFFICERS",2018,3.73033333033E+11,11226.96,30325.57,3617.14,4959.21,102244,110820.35
38,"FIRE","FULL_TIME","CAUCASIAN","MALE",*,"ACTIVE","ENGINEER OF FIRE DEPARTMENT",23,"FIREFIGHTERS AND FIRE CAPTAINS",2018,3.032323932E+09,17942,58524.18,3923.04,90160.46,124918.2,219001.7
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","MALE",*,"NOT_ACTIVE","ELTL TSTR TCHN",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2020,3.73033393733E+11,15282.5,0,1687.93,0,53084,54771.93
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","MALE",1902-07,"ACTIVE","CONSTRUCTION EQUIPMENT OPERATOR",*,"DAILY RATE",2015,3.43833333633E+11,18755.63,0,45501.58,503.28,80823.96,126828.82
94,"TRANSPORTATION","FULL_TIME","HISPANIC","MALE",3214-01,"NOT_ACTIVE","TRAFFIC OFFICER I",18,"SAFETY / SECURITY",2014,3.03730353433E+11,6052.31,6932,851,2820.05,24596.46,28267.51
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","MALE",1910-07,"ACTIVE","ELECTRICAL MECHANIC",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2013,3.43133303532E+11,17111.02,6696,3517.5,24553.82,101455.36,129526.68
42,"HARBOR","FULL_TIME","CAUCASIAN","MALE",*,"ACTIVE","SECURITY OFFICER",18,"SAFETY / SECURITY",2021,3.436353631E+09,7928.4,19697.68,1382,3495.92,66411.6,71289.52
40,"GENERAL SERVICES","PART_TIME","HISPANIC","MALE",*,"ACTIVE","MAINTENANCE AND CONSTRUCTION HELPER",4,"EQUIPMENT OPERATION AND LABOR",2016,3.532323735E+09,6577.2,0,100,0,24270.89,24370.89
38,"FIRE","FULL_TIME","CAUCASIAN","MALE",2112-03,"NOT_ACTIVE","FIREFIGHTER III",23,"FIREFIGHTERS AND FIRE CAPTAINS",2014,3.53837343832E+11,8513.74,43330.07,7630.8,74648.52,92486.8,174766.12
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","MALE",*,"ACTIVE","RECREATION ASSISTANT",7,"RECREATION ASSISTANTS",2017,3.43731343832E+11,1485.13,0,450,0,3336.96,3786.96
88,"RECREATION AND PARKS","PART_TIME","BLACK","MALE",*,"NOT_ACTIVE","RECREATION ASSISTANT",7,"RECREATION ASSISTANTS",2018,3.53435333832E+11,0,0,18.25,0,0,18.25
70,"POLICE","FULL_TIME","CAUCASIAN","FEMALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2015,3.53539363031E+11,6935.74,41011.3,1525,5685.52,87537.47,94747.99
88,"RECREATION AND PARKS","FULL_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","RECREATION COORDINATOR",11,"RECREATIONAL",2014,3.03035383832E+11,5779.68,19418.55,6329.51,0,65470.49,71800
70,"POLICE","FULL_TIME","HISPANIC","MALE",2214-03,"ACTIVE","POLICE OFFICER III",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2020,3.93733363932E+11,18573.24,56929.72,5009.32,28568.6,121514.88,155092.8
70,"POLICE","FULL_TIME","BLACK","MALE",*,"ACTIVE","SECURITY OFFICER",18,"SAFETY / SECURITY",2016,3.531393831E+09,18279.36,17429.73,1540.1,6763.7,58765.1,67068.9
70,"POLICE","FULL_TIME","HISPANIC","MALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2015,3.23638333031E+11,15335.35,43775.74,6594.12,8410.66,93438.08,108442.86
70,"POLICE","FULL_TIME","ASIAN","MALE",*,"NOT_ACTIVE","POLICE OFFICER I",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2017,3.13339343733E+11,2998.4,12805.42,44,5890.71,27332.8,33267.51
22,"ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","PER_EVENT","FILIPINO","FEMALE",*,"NOT_ACTIVE","SENIOR AUDITOR",20,"SUPERVISORY ADMINISTRATIVE",2018,3.733303433E+09,0,0,32.89,0,0,32.89
78,"PUBLIC WORKS - ENGINEERING","FULL_TIME","ASIAN","FEMALE",*,"ACTIVE","CIVIL ENGINEERING ASSOCIATE II",8,"PROFESSIONAL ENGINEERING AND SCIENTIFIC",2021,3.637323936E+09,19031.28,33454.15,5350,0,112792.16,118142.16
78,"PUBLIC WORKS - ENGINEERING","FULL_TIME","ASIAN","MALE",*,"NOT_ACTIVE","STRUCTURAL ENGINEERING ASSOCIATE III",8,"PROFESSIONAL ENGINEERING AND SCIENTIFIC",2017,3.331393632E+09,10621.02,34671.35,0,0,116896,116896
78,"PUBLIC WORKS - ENGINEERING","FULL_TIME","CAUCASIAN","MALE",*,"NOT_ACTIVE","SENIOR CIVIL ENGINEER",17,"SUPERVISORY PROFESSIONAL ENGINEERING AND SCIENTIFIC",2015,3.539343635E+09,6284.64,40050.97,2407.57,0,135033.6,137441.17
70,"POLICE","FULL_TIME","HISPANIC","MALE",2214-03,"ACTIVE","POLICE OFFICER III",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2017,3.434333932E+09,11644.01,50698.07,2537,0,108213.6,110750.6
70,"POLICE","FULL_TIME","AMERICAN INDIAN","MALE",2214-01,"NOT_ACTIVE","POLICE OFFICER I",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2014,3.83034333633E+11,1786.26,8241.1,572,1618.31,17590.4,19780.71
39,"OFFICE OF FINANCE","FULL_TIME","OTHER","FEMALE",*,"ACTIVE","PORTFOLIO MANAGER I",36,"MANAGEMENT EMPLOYEES",2022,3.33237383333E+11,10521,27573.83,4822.52,0,92966.4,97788.92
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","FEMALE",*,"ACTIVE","RECREATION ASSISTANT",7,"RECREATION ASSISTANTS",2022,3.83536383933E+11,0,0,500,0,9039.46,9539.46
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","MALE",*,"ACTIVE","SR HYDROGRPHR",2,"TECHNICAL REPRESENTATION UNIT",2017,3.33035323932E+11,57025.71,7415,4852.3,7962.76,112352.4,125167.46
70,"POLICE","FULL_TIME","CAUCASIAN","MALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2017,3.63532353733E+11,3308.47,16124.8,1621,3219.26,34417.92,39258.18
70,"POLICE","FULL_TIME","HISPANIC","MALE",2214-03,"NOT_ACTIVE","POLICE OFFICER III",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2015,3.738333038E+09,10330.97,45801.68,3753,4143.48,97762.4,105658.88
70,"POLICE","FULL_TIME","CAUCASIAN","MALE",2227-02,"NOT_ACTIVE","POLICE SERGEANT II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2019,3.030313231E+09,0,21885.19,2476.08,3247.75,46713.32,52437.15
70,"POLICE","FULL_TIME","CAUCASIAN","FEMALE",2214-03,"NOT_ACTIVE","POLICE OFFICER III",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2015,3.532333831E+09,646,32988.63,3632.2,8491.97,70413.3,82537.47
48,"LOS ANGELES DEPARTMENT OF CONVENTION AND TOURISM DEVELOPMENT","PART_TIME","BLACK","FEMALE",*,"NOT_ACTIVE","ADMINISTRATIVE CLERK",3,"CLERICAL",2014,3.03231343433E+11,0,0,81.88,0,0,81.88
70,"POLICE","FULL_TIME","CAUCASIAN","MALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2017,3.83633343233E+11,16817,44577.59,1525,2682.72,95149.6,99357.32
40,"GENERAL SERVICES","PART_TIME","HISPANIC","MALE",3113-01,"ACTIVE","VOCATIONAL WORKER I",4,"EQUIPMENT OPERATION AND LABOR",2022,3.63533323034E+11,0,0,1020,0,6654.96,7674.96
88,"RECREATION AND PARKS","PART_TIME","CAUCASIAN","MALE",*,"NOT_ACTIVE","THEATER TECHNICIAN C",0,"NON-REPRESENTED",2015,3.33137333733E+11,0,0,0,0,5029.5,5029.5
82,"PUBLIC WORKS - SANITATION","FULL_TIME","HISPANIC","MALE",3580-02,"ACTIVE","REFUSE COLLECTION TRUCK OPERATOR II",4,"EQUIPMENT OPERATION AND LABOR",2019,3.63038333933E+11,19398,20582.62,1220,20702.78,69395.2,91317.98
4,"AIRPORTS","FULL_TIME","FILIPINO","MALE",1431-05,"ACTIVE","PROGRAMMER ANALYST V",8,"PROFESSIONAL ENGINEERING AND SCIENTIFIC",2022,3.13837363932E+11,8167.56,18630.28,14407.62,0,62812.8,77220.42
70,"POLICE","FULL_TIME","HISPANIC","FEMALE",2227-01,"NOT_ACTIVE","POLICE SERGEANT I",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2013,3.532363433E+09,9627.34,50391.53,7374.28,6486.57,107559.3,121420.15
98,"WATER AND POWER","FULL_TIME","HISPANIC","MALE",1903-05,"ACTIVE","COMMERCIAL SERVICE REPRESENTATIVE",7,"CLERICAL UNIT",2013,3.733343334E+09,17111.02,4511,10129.96,8556,68356,87041.96
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","MALE",*,"ACTIVE","RECREATION ASSISTANT",7,"RECREATION ASSISTANTS",2019,3.23834303933E+11,0,0,150,0,15982,16132
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","FEMALE",*,"ACTIVE","SPECIAL PROGRAM ASSISTANT II",4,"EQUIPMENT OPERATION AND LABOR",2018,3.23332343733E+11,7654.08,0,100,0,15828.66,15928.66
43,"LOS ANGELES HOUSING","FULL_TIME","BLACK","FEMALE",*,"ACTIVE","ADMINISTRATIVE CLERK",3,"CLERICAL",2021,3.83332363933E+11,7573.72,10768.91,0,0,36307.84,36307.84
70,"POLICE","FULL_TIME","FILIPINO","MALE",2214-02,"NOT_ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2013,3.73831373932E+11,6537.27,41023.31,3675.4,0,87563.1,91238.5
28,"COUNCIL","FULL_TIME","CAUCASIAN","FEMALE",*,"NOT_ACTIVE","COUNCIL AIDE IV",0,"NON-REPRESENTED",2019,3.73930363833E+11,15718.32,25231.67,0,0,85069.68,85069.68
88,"RECREATION AND PARKS","PART_TIME","OTHER","FEMALE",*,"NOT_ACTIVE","RECREATION AIDE",0,"NON-REPRESENTED",2019,3.13935383733E+11,0,0,0,0,1702.63,1702.63
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","MALE",*,"ACTIVE","CONSTR ELTL MCHC",*,"DAILY RATE",2016,3.03635393532E+11,0,0,50747.29,0,77115.2,127862.49
88,"RECREATION AND PARKS","FULL_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","VOCATIONAL WORKER GARDENER CARETAKER",4,"EQUIPMENT OPERATION AND LABOR",2017,3.437373134E+09,5031.06,4826.04,0,0,16271.2,16271.2
43,"LOS ANGELES HOUSING","FULL_TIME","BLACK","FEMALE",*,"ACTIVE","MANAGEMENT ANALYST",1,"ADMINISTRATIVE",2022,3.435373232E+09,6453.72,13514.52,0,0,45564.8,45564.8
70,"POLICE","FULL_TIME","HISPANIC","MALE",2223-02,"ACTIVE","POLICE DETECTIVE II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2018,3.138363135E+09,17888,59669.18,1780.25,23518.52,127362.17,152660.94
39,"OFFICE OF FINANCE","FULL_TIME","CAUCASIAN","FEMALE",1356-03,"NOT_ACTIVE","TAX RENEWAL ASSISTANT III",3,"CLERICAL",2019,3.533353833E+09,0,0,87.62,0,0,87.62
12,"CITY ATTORNEY","FULL_TIME","ASIAN","MALE",*,"ACTIVE","LEGAL SECRETARY II",3,"CLERICAL",2019,3.53637383633E+11,7654.08,18001.48,600,0,60692.79,61292.79
70,"POLICE","FULL_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","POLICE OFFICER I",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2018,3.03433353933E+11,8843.34,17105.89,185.6,2570.62,47061.6,49817.82
17,"CITY ETHICS COMMISSION","FULL_TIME","ASIAN","MALE",*,"NOT_ACTIVE","ETHICS OFFICER II",36,"MANAGEMENT EMPLOYEES",2021,3.433303136E+09,0,0,80000,0,0,80000
70,"POLICE","FULL_TIME","FILIPINO","MALE",*,"ACTIVE","SENIOR ADMINISTRATIVE CLERK",3,"CLERICAL",2016,3.638363632E+09,18279.36,20938.58,2248.33,1238.37,70595.36,74082.06
4,"AIRPORTS","FULL_TIME","BLACK","MALE",*,"NOT_ACTIVE","ADMINISTRATIVE CLERK",3,"CLERICAL",2016,3.632343733E+09,18279.36,15484.89,0,0,52208,52208
70,"POLICE","FULL_TIME","BLACK","MALE",*,"NOT_ACTIVE","MANAGEMENT ANALYST I",1,"ADMINISTRATIVE",2014,3.939343034E+09,6695.52,22077.95,2828.89,936.93,74436.8,78202.62
78,"PUBLIC WORKS - ENGINEERING","FULL_TIME","ASIAN","MALE",*,"ACTIVE","ARCHITECT",17,"SUPERVISORY PROFESSIONAL ENGINEERING AND SCIENTIFIC",2014,3.535383635E+09,14896.8,34060.59,1407.86,0,114836.8,116244.66
94,"TRANSPORTATION","FULL_TIME","BLACK","MALE",*,"NOT_ACTIVE","SENIOR TRANSPORTATION ENGINEER",17,"SUPERVISORY PROFESSIONAL ENGINEERING AND SCIENTIFIC",2014,3.836363731E+09,14896.8,40050.97,100,0,135033.6,135133.6
88,"RECREATION AND PARKS","PART_TIME","OTHER","FEMALE",2418-01,"ACTIVE","ASSISTANT PARK SERVICES ATTENDANT I",3,"CLERICAL",2019,3.43336313733E+11,0,0,0,0,6409.99,6409.99
82,"PUBLIC WORKS - SANITATION","FULL_TIME","HISPANIC","MALE",3580-02,"ACTIVE","REFUSE COLLECTION TRUCK OPERATOR II",4,"EQUIPMENT OPERATION AND LABOR",2016,3.436303437E+09,14181.36,22608.47,1083.95,24255.49,76225.45,101564.89
82,"PUBLIC WORKS - SANITATION","PART_TIME","ASIAN","MALE",*,"ACTIVE","PROJECT ASSISTANT",1,"ADMINISTRATIVE",2020,3.83736313134E+11,0,0,10,0,25072.3,25082.3
70,"POLICE","FULL_TIME","HISPANIC","FEMALE",2223-03,"NOT_ACTIVE","POLICE DETECTIVE III",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2018,3.434363032E+09,17886,38072.96,1825,592.38,129676.95,132094.33
98,"WATER AND POWER","FULL_TIME","BLACK","FEMALE",1368-05,"ACTIVE","SENIOR ADMINISTRATIVE CLERK",7,"CLERICAL UNIT",2021,3.634383839E+09,15139.18,3874,3277.6,0,58700.86,61978.46
4,"AIRPORTS","FULL_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","GARDENER CARETAKER",4,"EQUIPMENT OPERATION AND LABOR",2020,3.936333735E+09,13450.79,14984.53,74242.95,3651.53,50521.02,128415.5
66,"PERSONNEL","FULL_TIME","HISPANIC","FEMALE",*,"ACTIVE","ADMINISTRATIVE CLERK",3,"CLERICAL",2020,3.33739323733E+11,2460.05,4154.42,0,0,14006.82,14006.82
70,"POLICE","FULL_TIME","CAUCASIAN","MALE",2214-01,"NOT_ACTIVE","POLICE OFFICER I",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2015,3.23633373533E+11,598.62,2491.58,163.2,584.77,5318.2,6066.17
87,"ZOO","PART_TIME","CAUCASIAN","MALE",*,"NOT_ACTIVE","RECREATION ASSISTANT",7,"RECREATION ASSISTANTS",2018,3.03439333933E+11,0,0,0,0,15669.96,15669.96
38,"FIRE","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","ENGINEER OF FIRE DEPARTMENT",23,"FIREFIGHTERS AND FIRE CAPTAINS",2021,3.332303236E+09,20233.05,67956.86,1686,66326.33,145052,213064.33
70,"POLICE","FULL_TIME","BLACK","MALE",2223-01,"ACTIVE","POLICE DETECTIVE I",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2020,3.539313532E+09,17865.76,64994.82,5044.28,58101.94,138729.6,201875.82
88,"RECREATION AND PARKS","PART_TIME","OTHER","FEMALE",*,"ACTIVE","ADMINISTRATIVE CLERK",3,"CLERICAL",2016,3.53030393733E+11,0,0,0,0,7541.36,7541.36
46,"MAYOR","FULL_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","MAYORAL AIDE VIII",0,"NON-REPRESENTED",2022,3.832393836E+09,1768.8,9459.88,0,0,31894.4,31894.4
14,"CITY CLERK","FULL_TIME","FILIPINO","FEMALE",*,"ACTIVE","ACCOUNTING CLERK",3,"CLERICAL",2017,3.330343935E+09,14431.43,20377.13,0,2555.87,68702.4,71258.27
70,"POLICE","FULL_TIME","CAUCASIAN","MALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2020,3.13932333733E+11,17867.76,43423.2,2078.14,20283.03,92685.6,115046.77
44,"LIBRARY","FULL_TIME","HISPANIC","FEMALE",*,"ACTIVE","ADMINISTRATIVE CLERK",3,"CLERICAL",2021,3.63639323031E+11,15876.96,17622.64,142.4,0,59415.5,59557.9
38,"FIRE","FULL_TIME","CAUCASIAN","MALE",2142-02,"ACTIVE","FIRE CAPTAIN II",23,"FIREFIGHTERS AND FIRE CAPTAINS",2019,3.633333537E+09,18556.18,70252.7,5626.44,159839.46,149952.4,315418.3
4,"AIRPORTS","PART_TIME","HISPANIC","MALE",*,"ACTIVE","ADMINISTRATIVE CLERK",3,"CLERICAL",2020,3.83733303034E+11,1320.62,0,0,0,10054.8,10054.8
70,"POLICE","FULL_TIME","CAUCASIAN","MALE",2214-01,"NOT_ACTIVE","POLICE OFFICER I",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2014,3.53634363633E+11,1795.86,4964.61,0,0,16738.4,16738.4
38,"FIRE","FULL_TIME","CAUCASIAN","MALE",2112-03,"ACTIVE","FIREFIGHTER III",23,"FIREFIGHTERS AND FIRE CAPTAINS",2017,3.131383731E+09,15648,55434.98,4296.73,78960.99,118324.4,201582.12
88,"RECREATION AND PARKS","PART_TIME","BLACK","FEMALE",*,"ACTIVE","RECREATION ASSISTANT",7,"RECREATION ASSISTANTS",2020,3.03531323733E+11,0,0,20,0,489.23,509.23
82,"PUBLIC WORKS - SANITATION","FULL_TIME","HISPANIC","MALE",3580-02,"ACTIVE","REFUSE COLLECTION TRUCK OPERATOR II",4,"EQUIPMENT OPERATION AND LABOR",2022,3.33430393932E+11,10354.08,9578.52,2447.8,14681.88,32294.4,49424.08
98,"WATER AND POWER","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","ELTL ENGR",*,"SUPERVISORY PROFESSIONAL UNIT",2017,3.93639353632E+11,27372.66,9747,2668.85,28672.2,147681.99,179023.04
70,"POLICE","FULL_TIME","CAUCASIAN","FEMALE",2214-03,"ACTIVE","POLICE OFFICER III",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2015,3.436373939E+09,10330.97,47687.68,8934.6,4959.48,101788,115682.08
88,"RECREATION AND PARKS","PART_TIME","CAUCASIAN","MALE",2418-01,"NOT_ACTIVE","ASSISTANT PARK SERVICES ATTENDANT I",3,"CLERICAL",2020,3.537313234E+09,0,0,28.29,0,0,28.29
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","PARK ACTIVITY MONITOR",3,"CLERICAL",2013,3.93135353033E+11,0,0,460.9,0,0,460.9
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","FEMALE",*,"NOT_ACTIVE","SEASONAL POOL MANAGER I",18,"SAFETY / SECURITY",2016,3.73232353233E+11,0,0,0,0,2699.32,2699.32
94,"TRANSPORTATION","PART_TIME","HISPANIC","FEMALE",3214-01,"NOT_ACTIVE","TRAFFIC OFFICER I",18,"SAFETY / SECURITY",2015,3.632353137E+09,0,0,705,0,9961.48,10666.48
44,"LIBRARY","FULL_TIME","CAUCASIAN","FEMALE",*,"NOT_ACTIVE","LIBRARIAN II",6,"LIBRARIANS",2016,3.830323439E+09,7032.48,24611.87,63.91,0,82980,83043.91
98,"WATER AND POWER","FULL_TIME","HISPANIC","MALE",1910-06,"ACTIVE","SENIOR ELECTRICAL MECHANIC",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2013,3.83032363532E+11,17111.02,6863,9984.06,7134.42,103984.08,121102.56
38,"FIRE","FULL_TIME","CAUCASIAN","MALE",2112-03,"ACTIVE","FIREFIGHTER III",23,"FIREFIGHTERS AND FIRE CAPTAINS",2017,3.939363233E+09,16848,46929.01,5307.23,169896.35,100168.64,275372.22
70,"POLICE","FULL_TIME","CAUCASIAN","FEMALE",*,"ACTIVE","SENIOR ADMINISTRATIVE CLERK",3,"CLERICAL",2021,3.332383438E+09,19178.16,17378.91,0,0,58593.76,58593.76
98,"WATER AND POWER","FULL_TIME",,,1910-05,"ACTIVE","STEAM PLANT MECHANIC SUPERVISOR",*,"SUPERVISORY BLUE COLLAR UNIT",2015,*,18755.63,6228,49497.52,62757.23,94365.35,206620.1
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","FEMALE",*,"ACTIVE","UTILITY SERVICES MANAGER",*,"MANAGEMENT EMPLOYEES UNIT",2018,3.934363331E+09,27492.32,13158,14691.28,0,199357.6,214048.88
26,"CONTROLLER","FULL_TIME","FILIPINO","MALE",1596-02,"NOT_ACTIVE","SYSTEMS ANALYST II",1,"ADMINISTRATIVE",2017,3.332323536E+09,3862.43,15603.06,350,0,52606.4,52956.4
82,"PUBLIC WORKS - SANITATION","FULL_TIME","CAUCASIAN","MALE",*,"ACTIVE","WASTEWATER COLLECTION WORKER II",4,"EQUIPMENT OPERATION AND LABOR",2020,3.636313435E+09,8617.97,29047.43,4995.93,16875.76,97934.69,119806.38
26,"CONTROLLER","PART_TIME","ASIAN","FEMALE",*,"ACTIVE","STUDENT WORKER",0,"NON-REPRESENTED",2019,3.83639363034E+11,0,0,0,0,4614.21,4614.21
94,"TRANSPORTATION","FULL_TIME","BLACK","FEMALE",*,"NOT_ACTIVE","ADMINISTRATIVE CLERK",3,"CLERICAL",2019,3.43337303933E+11,7815.86,10788.17,0,962.15,36372.8,37334.95
4,"AIRPORTS","FULL_TIME","CAUCASIAN","FEMALE",*,"NOT_ACTIVE","CUSTODIAN - AIRPORTS",15,"SERVICE EMPLOYEES",2018,3.939373431E+09,0,0,477.75,0,0,477.75
98,"WATER AND POWER","FULL_TIME","HISPANIC","MALE",1909-06,"ACTIVE","SENIOR PLUMBER",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2014,3.93931363532E+11,18124.69,6729,12082.29,25127.16,101959.17,139168.62
38,"FIRE","FULL_TIME","CAUCASIAN","MALE",*,"NOT_ACTIVE","APPARATUS OPERATOR",23,"FIREFIGHTERS AND FIRE CAPTAINS",2015,3.733343238E+09,15375.6,53059.12,12039.2,90770.17,113253.2,216062.57
2,"AGING","PART_TIME","BLACK","MALE",*,"NOT_ACTIVE","COMMUNITY AND ADMINISTRATIVE SUPPORT WORKER I",3,"CLERICAL",2016,3.13938303833E+11,0,0,2772,0,210,2982
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","MALE",1909-05,"ACTIVE","PAINTER",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2013,3.03539353732E+11,17111.02,6121,11253.01,18675.15,92746.58,122674.74
32,"INFORMATION TECHNOLOGY AGENCY","FULL_TIME","OTHER","MALE",*,"ACTIVE","SYSTEMS ANALYST",1,"ADMINISTRATIVE",2022,3.63539343334E+11,0,1685.64,0,0,5683.2,5683.2
70,"POLICE","FULL_TIME","ASIAN","MALE",2214-02,"NOT_ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2016,3.33737303333E+11,7816.74,42774.19,1916.2,2930.06,91300.3,96146.56
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","FEMALE",1909-10,"ACTIVE","HEAVY DUTY TRUCK OPERATOR",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2015,3.63232363932E+11,18755.63,4973,3954.28,24649.82,75343.83,103947.93
